ratio,ratio_name,BC_best_val_loss,BC_final_success_rate,BC_final_success_count,BC_final_episodes,BC_final_mean_steps,BC_final_mean_reward,best_DAgger_round,DAgger_best_val_loss,DAgger_intermediate_success_rate,DAgger_intermediate_success_count,DAgger_final_success_rate,DAgger_final_success_count,DAgger_final_episodes,DAgger_final_mean_steps,DAgger_final_mean_reward,BC_checkpoint,DAgger_checkpoint
0.3,noise30,0.5083859201462515,0.18,9,50,531.06,118.987324898291,3,0.7123732871739737,0.6,18,0.68,34,50,334.52,68.16584504922668,D:\A-6019\project\project_new\experiments\final_dual_arm\bc_ratio\noise30\seed_0\bc_best.pt,D:\A-6019\project\project_new\experiments\final_dual_arm\80_check\noise30_dagger\seed_0\round_3_train\dagger_round_3_best.pt
